OBJECTID,Name,Population,Desc_,attribute,attr_date,metric,value,rep_date,Shape__Area,Shape__Length
57269,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/9/2020,Deaths,493,6/7/2020,28.0394250010993,22.0199204177256
57270,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/10/2020,Deaths,526,6/7/2020,28.0394250010993,22.0199204177256
57271,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/11/2020,Deaths,565,6/7/2020,28.0394250010993,22.0199204177256
57272,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/12/2020,Deaths,593,6/7/2020,28.0394250010993,22.0199204177256
57273,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/13/2020,Deaths,619,6/7/2020,28.0394250010993,22.0199204177256
57274,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/14/2020,Deaths,647,6/7/2020,28.0394250010993,22.0199204177256
57275,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/15/2020,Deaths,690,6/7/2020,28.0394250010993,22.0199204177256
57276,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/16/2020,Deaths,718,6/7/2020,28.0394250010993,22.0199204177256
57277,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/17/2020,Deaths,745,6/7/2020,28.0394250010993,22.0199204177256
57278,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/18/2020,Deaths,756,6/7/2020,28.0394250010993,22.0199204177256
57279,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/19/2020,Deaths,780,6/7/2020,28.0394250010993,22.0199204177256
57280,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/20/2020,Deaths,799,6/7/2020,28.0394250010993,22.0199204177256
57281,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/21/2020,Deaths,828,6/7/2020,28.0394250010993,22.0199204177256
57282,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/22/2020,Deaths,858,6/7/2020,28.0394250010993,22.0199204177256
57283,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/23/2020,Deaths,978,6/7/2020,28.0394250010993,22.0199204177256
57284,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/24/2020,Deaths,1002,6/7/2020,28.0394250010993,22.0199204177256
57285,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/25/2020,Deaths,1020,6/7/2020,28.0394250010993,22.0199204177256
57286,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/26/2020,Deaths,1038,6/7/2020,28.0394250010993,22.0199204177256
57287,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/27/2020,Deaths,1054,6/7/2020,28.0394250010993,22.0199204177256
57288,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/28/2020,Deaths,1073,6/7/2020,28.0394250010993,22.0199204177256
57289,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/29/2020,Deaths,1099,6/7/2020,28.0394250010993,22.0199204177256
57290,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/30/2020,Deaths,1115,6/7/2020,28.0394250010993,22.0199204177256
57291,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/1/2020,Deaths,1138,6/7/2020,28.0394250010993,22.0199204177256
57292,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/2/2020,Deaths,1152,6/7/2020,28.0394250010993,22.0199204177256
57293,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/3/2020,Deaths,1157,6/7/2020,28.0394250010993,22.0199204177256
57294,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/4/2020,Deaths,1179,6/7/2020,28.0394250010993,22.0199204177256
57295,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/5/2020,Deaths,1191,6/7/2020,28.0394250010993,22.0199204177256
57296,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/6/2020,Deaths,1206,6/7/2020,28.0394250010993,22.0199204177256
57297,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/7/2020,Deaths,1226,6/7/2020,28.0394250010993,22.0199204177256
57298,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/8/2020,Deaths,1237,6/7/2020,28.0394250010993,22.0199204177256
57299,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/9/2020,Deaths,1244,6/7/2020,28.0394250010993,22.0199204177256
57300,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/10/2020,Deaths,1253,6/7/2020,28.0394250010993,22.0199204177256
57301,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/11/2020,Deaths,1265,6/7/2020,28.0394250010993,22.0199204177256
57302,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/12/2020,Deaths,1300,6/7/2020,28.0394250010993,22.0199204177256
57303,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/13/2020,Deaths,1315,6/7/2020,28.0394250010993,22.0199204177256
57304,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/14/2020,Deaths,1341,6/7/2020,28.0394250010993,22.0199204177256
57305,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/15/2020,Deaths,1369,6/7/2020,28.0394250010993,22.0199204177256
57306,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/16/2020,Deaths,1393,6/7/2020,28.0394250010993,22.0199204177256
57307,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/17/2020,Deaths,1400,6/7/2020,28.0394250010993,22.0199204177256
57308,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/18/2020,Deaths,1414,6/7/2020,28.0394250010993,22.0199204177256
57309,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/19/2020,Deaths,1437,6/7/2020,28.0394250010993,22.0199204177256
57310,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/20/2020,Deaths,1447,6/7/2020,28.0394250010993,22.0199204177256
57311,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/21/2020,Deaths,1455,6/7/2020,28.0394250010993,22.0199204177256
57312,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/22/2020,Deaths,1458,6/7/2020,28.0394250010993,22.0199204177256
57313,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/23/2020,Deaths,1460,6/7/2020,28.0394250010993,22.0199204177256
57314,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/24/2020,Deaths,1462,6/7/2020,28.0394250010993,22.0199204177256
57315,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/25/2020,Deaths,1469,6/7/2020,28.0394250010993,22.0199204177256
57316,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/26/2020,Deaths,1491,6/7/2020,28.0394250010993,22.0199204177256
57317,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/27/2020,Deaths,1501,6/7/2020,28.0394250010993,22.0199204177256
57318,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/28/2020,Deaths,1507,6/7/2020,28.0394250010993,22.0199204177256
57319,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/29/2020,Deaths,1510,6/7/2020,28.0394250010993,22.0199204177256
57320,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/30/2020,Deaths,1512,6/7/2020,28.0394250010993,22.0199204177256
57321,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,5/31/2020,Deaths,1512,6/7/2020,28.0394250010993,22.0199204177256
57322,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,6/1/2020,Deaths,1519,6/7/2020,28.0394250010993,22.0199204177256
57323,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,6/2/2020,Deaths,1519,6/7/2020,28.0394250010993,22.0199204177256
57324,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,6/3/2020,Deaths,1524,6/7/2020,28.0394250010993,22.0199204177256
57325,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,6/4/2020,Deaths,1527,6/7/2020,28.0394250010993,22.0199204177256
57326,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,6/5/2020,Deaths,1527,6/7/2020,28.0394250010993,22.0199204177256
57327,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,6/6/2020,Deaths,1527,6/7/2020,28.0394250010993,22.0199204177256
57328,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/10/2020,Cases,2,6/7/2020,28.0394250010993,22.0199204177256
57329,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/11/2020,Cases,2,6/7/2020,28.0394250010993,22.0199204177256
57330,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/12/2020,Cases,2,6/7/2020,28.0394250010993,22.0199204177256
57331,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/13/2020,Cases,2,6/7/2020,28.0394250010993,22.0199204177256
57332,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/14/2020,Cases,2,6/7/2020,28.0394250010993,22.0199204177256
57333,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/15/2020,Cases,4,6/7/2020,28.0394250010993,22.0199204177256
57334,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/16/2020,Cases,4,6/7/2020,28.0394250010993,22.0199204177256
57335,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/17/2020,Cases,4,6/7/2020,28.0394250010993,22.0199204177256
57336,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/18/2020,Cases,4,6/7/2020,28.0394250010993,22.0199204177256
57337,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/19/2020,Cases,5,6/7/2020,28.0394250010993,22.0199204177256
57338,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/20/2020,Cases,7,6/7/2020,28.0394250010993,22.0199204177256
57339,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/21/2020,Cases,7,6/7/2020,28.0394250010993,22.0199204177256
57340,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/22/2020,Cases,7,6/7/2020,28.0394250010993,22.0199204177256
57341,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/23/2020,Cases,7,6/7/2020,28.0394250010993,22.0199204177256
57342,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/24/2020,Cases,8,6/7/2020,28.0394250010993,22.0199204177256
57343,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/25/2020,Cases,8,6/7/2020,28.0394250010993,22.0199204177256
57344,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/26/2020,Cases,11,6/7/2020,28.0394250010993,22.0199204177256
57345,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/27/2020,Cases,12,6/7/2020,28.0394250010993,22.0199204177256
57346,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/28/2020,Cases,14,6/7/2020,28.0394250010993,22.0199204177256
57347,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/29/2020,Cases,16,6/7/2020,28.0394250010993,22.0199204177256
57348,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/1/2020,Cases,27,6/7/2020,28.0394250010993,22.0199204177256
57349,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/2/2020,Cases,33,6/7/2020,28.0394250010993,22.0199204177256
57350,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/3/2020,Cases,44,6/7/2020,28.0394250010993,22.0199204177256
57351,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/4/2020,Cases,56,6/7/2020,28.0394250010993,22.0199204177256
57352,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/5/2020,Cases,67,6/7/2020,28.0394250010993,22.0199204177256
57353,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/6/2020,Cases,85,6/7/2020,28.0394250010993,22.0199204177256
57354,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/7/2020,Cases,97,6/7/2020,28.0394250010993,22.0199204177256
57355,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/8/2020,Cases,133,6/7/2020,28.0394250010993,22.0199204177256
57356,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/9/2020,Cases,165,6/7/2020,28.0394250010993,22.0199204177256
57357,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/10/2020,Cases,193,6/7/2020,28.0394250010993,22.0199204177256
57358,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/11/2020,Cases,239,6/7/2020,28.0394250010993,22.0199204177256
57359,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/12/2020,Cases,277,6/7/2020,28.0394250010993,22.0199204177256
57360,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/13/2020,Cases,348,6/7/2020,28.0394250010993,22.0199204177256
57361,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/14/2020,Cases,400,6/7/2020,28.0394250010993,22.0199204177256
57362,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/15/2020,Cases,470,6/7/2020,28.0394250010993,22.0199204177256
57363,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/16/2020,Cases,567,6/7/2020,28.0394250010993,22.0199204177256
57364,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/17/2020,Cases,643,6/7/2020,28.0394250010993,22.0199204177256
57365,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/18/2020,Cases,740,6/7/2020,28.0394250010993,22.0199204177256
57366,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/19/2020,Cases,830,6/7/2020,28.0394250010993,22.0199204177256
57367,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/20/2020,Cases,919,6/7/2020,28.0394250010993,22.0199204177256
57368,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/21/2020,Cases,997,6/7/2020,28.0394250010993,22.0199204177256
57369,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/22/2020,Cases,1087,6/7/2020,28.0394250010993,22.0199204177256
57370,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/23/2020,Cases,1205,6/7/2020,28.0394250010993,22.0199204177256
57371,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/24/2020,Cases,1300,6/7/2020,28.0394250010993,22.0199204177256
57372,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/25/2020,Cases,1416,6/7/2020,28.0394250010993,22.0199204177256
57373,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/26/2020,Cases,1483,6/7/2020,28.0394250010993,22.0199204177256
57374,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/27/2020,Cases,1584,6/7/2020,28.0394250010993,22.0199204177256
57375,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/28/2020,Cases,1666,6/7/2020,28.0394250010993,22.0199204177256
57376,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/29/2020,Cases,1751,6/7/2020,28.0394250010993,22.0199204177256
57377,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/30/2020,Cases,1845,6/7/2020,28.0394250010993,22.0199204177256
57378,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/31/2020,Cases,1908,6/7/2020,28.0394250010993,22.0199204177256
57379,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/1/2020,Cases,2021,6/7/2020,28.0394250010993,22.0199204177256
57380,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/2/2020,Cases,2102,6/7/2020,28.0394250010993,22.0199204177256
57381,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/3/2020,Cases,2197,6/7/2020,28.0394250010993,22.0199204177256
57382,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/4/2020,Cases,2263,6/7/2020,28.0394250010993,22.0199204177256
57383,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/5/2020,Cases,2337,6/7/2020,28.0394250010993,22.0199204177256
57384,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/6/2020,Cases,2422,6/7/2020,28.0394250010993,22.0199204177256
57385,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/7/2020,Cases,2500,6/7/2020,28.0394250010993,22.0199204177256
57386,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/8/2020,Cases,2585,6/7/2020,28.0394250010993,22.0199204177256
57387,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/9/2020,Cases,2670,6/7/2020,28.0394250010993,22.0199204177256
57388,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/10/2020,Cases,2739,6/7/2020,28.0394250010993,22.0199204177256
57389,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/11/2020,Cases,2796,6/7/2020,28.0394250010993,22.0199204177256
57390,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/12/2020,Cases,2873,6/7/2020,28.0394250010993,22.0199204177256
57391,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/13/2020,Cases,2959,6/7/2020,28.0394250010993,22.0199204177256
57392,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/14/2020,Cases,3031,6/7/2020,28.0394250010993,22.0199204177256
57393,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/15/2020,Cases,3109,6/7/2020,28.0394250010993,22.0199204177256
57394,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/16/2020,Cases,3161,6/7/2020,28.0394250010993,22.0199204177256
57395,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/17/2020,Cases,3247,6/7/2020,28.0394250010993,22.0199204177256
57396,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/18/2020,Cases,3308,6/7/2020,28.0394250010993,22.0199204177256
57397,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/19/2020,Cases,3352,6/7/2020,28.0394250010993,22.0199204177256
57398,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/20/2020,Cases,3426,6/7/2020,28.0394250010993,22.0199204177256
57399,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/21/2020,Cases,3477,6/7/2020,28.0394250010993,22.0199204177256
57400,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/22/2020,Cases,3527,6/7/2020,28.0394250010993,22.0199204177256
57401,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/23/2020,Cases,3565,6/7/2020,28.0394250010993,22.0199204177256
57402,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/24/2020,Cases,3603,6/7/2020,28.0394250010993,22.0199204177256
57403,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/25/2020,Cases,3648,6/7/2020,28.0394250010993,22.0199204177256
57404,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/26/2020,Cases,3696,6/7/2020,28.0394250010993,22.0199204177256
57405,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/27/2020,Cases,3725,6/7/2020,28.0394250010993,22.0199204177256
57406,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/28/2020,Cases,3770,6/7/2020,28.0394250010993,22.0199204177256
57407,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/29/2020,Cases,3802,6/7/2020,28.0394250010993,22.0199204177256
57408,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/30/2020,Cases,3835,6/7/2020,28.0394250010993,22.0199204177256
57409,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/1/2020,Cases,3863,6/7/2020,28.0394250010993,22.0199204177256
57410,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/2/2020,Cases,3892,6/7/2020,28.0394250010993,22.0199204177256
57411,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/3/2020,Cases,3924,6/7/2020,28.0394250010993,22.0199204177256
57412,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/4/2020,Cases,3960,6/7/2020,28.0394250010993,22.0199204177256
57413,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/5/2020,Cases,3983,6/7/2020,28.0394250010993,22.0199204177256
57414,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/6/2020,Cases,4016,6/7/2020,28.0394250010993,22.0199204177256
57415,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/7/2020,Cases,4043,6/7/2020,28.0394250010993,22.0199204177256
57416,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/8/2020,Cases,4078,6/7/2020,28.0394250010993,22.0199204177256
57417,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/9/2020,Cases,4102,6/7/2020,28.0394250010993,22.0199204177256
57418,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/10/2020,Cases,4127,6/7/2020,28.0394250010993,22.0199204177256
57419,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/11/2020,Cases,4161,6/7/2020,28.0394250010993,22.0199204177256
57420,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/12/2020,Cases,4189,6/7/2020,28.0394250010993,22.0199204177256
57421,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/13/2020,Cases,4221,6/7/2020,28.0394250010993,22.0199204177256
57422,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/14/2020,Cases,4240,6/7/2020,28.0394250010993,22.0199204177256
57423,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/15/2020,Cases,4268,6/7/2020,28.0394250010993,22.0199204177256
57424,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/16/2020,Cases,4289,6/7/2020,28.0394250010993,22.0199204177256
57425,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/17/2020,Cases,4304,6/7/2020,28.0394250010993,22.0199204177256
57426,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/18/2020,Cases,4331,6/7/2020,28.0394250010993,22.0199204177256
